Number_of_Riders,Number_of_Drivers,Location_enc,Loyalty_enc,Number_of_Past_Rides,Average_Ratings,Time_enc,Vehicle_enc,Expected_Ride_Duration,demand_supply_ratio,high_demand_flag,low_supply_flag,surge_indicator,rider_driver_diff,is_premium,is_night,is_loyal_gold
36,18,2,2,88,3.73,3,1,92,1.894736842105263,0,0,0,18,1,1,0
21,9,1,0,13,4.01,1,0,127,2.1,0,1,0,12,0,0,1
100,56,1,2,67,4.2,1,0,169,1.7543859649122806,1,0,0,44,0,0,0
51,32,0,1,98,4.44,2,1,51,1.5454545454545454,0,0,0,19,1,0,0
26,11,2,1,97,3.64,2,0,141,2.1666666666666665,0,0,0,15,0,0,0
73,28,2,2,22,4.57,0,0,53,2.5172413793103448,0,0,0,45,0,0,0
37,7,1,1,1,3.92,1,0,62,4.625,0,1,0,30,0,0,0
20,10,0,2,70,4.92,1,0,65,1.8181818181818181,0,1,0,10,0,0,0
48,24,0,0,17,3.98,0,0,29,1.92,0,0,0,24,0,0,1
94,23,1,1,71,4.15,3,1,154,3.9166666666666665,1,0,0,71,1,1,0
36,16,2,1,82,4.62,0,1,72,2.1176470588235294,0,0,0,20,1,0,0
83,18,2,0,12,4.98,2,0,81,4.368421052631579,1,0,0,65,0,0,1
52,7,0,2,57,4.82,3,0,180,6.5,0,1,0,45,0,1,0
99,22,1,2,7,4.4,2,0,39,4.304347826086956,1,0,0,77,0,0,0
24,9,2,0,6,4.05,0,1,69,2.4,0,1,0,15,1,0,1
32,6,0,0,75,4.47,2,1,154,4.571428571428571,0,1,0,26,1,0,1
61,15,2,0,29,4.49,0,0,32,3.8125,0,0,0,46,0,0,1
93,73,0,1,78,3.81,3,1,106,1.2567567567567568,1,0,0,20,1,1,0
84,29,2,1,92,4.55,2,1,94,2.8,1,0,0,55,1,0,0
60,11,1,0,18,4.29,1,0,26,5.0,0,0,0,49,0,0,1
22,12,2,2,49,4.88,3,1,35,1.6923076923076923,0,0,0,10,1,1,0
92,14,2,2,57,3.73,2,1,133,6.133333333333334,1,0,0,78,1,0,0
45,20,2,1,80,4.73,2,0,63,2.142857142857143,0,0,0,25,0,0,0
56,14,1,2,30,3.67,3,0,48,3.7333333333333334,0,0,0,42,0,1,0
39,20,0,2,97,4.25,2,0,121,1.8571428571428572,0,0,0,19,0,0,0
61,38,2,2,95,3.5,3,0,164,1.564102564102564,0,0,0,23,0,1,0
100,24,2,2,88,4.49,3,0,56,4.0,1,0,0,76,0,1,0
96,53,0,1,58,4.28,0,0,21,1.7777777777777777,1,0,0,43,0,0,0
94,28,2,1,59,4.45,3,0,173,3.2413793103448274,1,0,0,66,0,1,0
62,14,0,2,33,4.23,2,1,85,4.133333333333334,0,0,0,48,1,0,0
54,35,0,0,95,4.98,1,1,61,1.5,0,0,0,19,1,0,1
51,24,0,0,25,4.68,0,1,16,2.04,0,0,0,27,1,0,1
73,22,1,1,26,4.99,3,0,33,3.1739130434782608,0,0,0,51,0,1,0
53,35,1,1,1,3.67,2,1,88,1.4722222222222223,0,0,0,18,1,0,0
58,39,1,2,72,4.06,1,0,43,1.45,0,0,0,19,0,0,0
88,71,0,1,42,4.87,0,1,109,1.2222222222222223,1,0,0,17,1,0,0
83,35,0,0,3,4.32,3,1,116,2.3055555555555554,1,0,0,48,1,1,1
21,5,0,0,8,4.44,0,1,159,3.5,0,1,0,16,1,0,1
42,22,0,2,67,3.81,0,1,82,1.826086956521739,0,0,0,20,1,0,0
78,57,0,2,5,4.82,2,1,127,1.3448275862068966,0,0,0,21,1,0,0
68,32,1,1,34,3.58,2,0,77,2.0606060606060606,0,0,0,36,0,0,0
42,25,1,2,44,4.99,2,1,122,1.6153846153846154,0,0,0,17,1,0,0
45,35,0,1,0,4.58,0,1,41,1.25,0,0,0,10,1,0,0
67,6,0,1,25,4.45,1,1,31,9.571428571428571,0,1,0,61,1,0,0
77,45,1,2,88,4.16,2,0,151,1.673913043478261,0,0,0,32,0,0,0
74,23,2,1,45,4.07,2,1,99,3.0833333333333335,0,0,0,51,1,0,0
48,38,0,0,40,3.7,1,1,80,1.2307692307692308,0,0,0,10,1,0,1
100,16,0,0,96,3.65,3,1,163,5.882352941176471,1,0,0,84,1,1,1
26,12,2,1,80,4.27,0,0,134,2.0,0,0,0,14,0,0,0
67,5,1,2,81,4.53,2,1,14,11.166666666666666,0,1,0,62,1,0,0
80,21,2,1,85,4.21,2,1,146,3.6363636363636362,0,0,0,59,1,0,0
52,16,2,2,63,4.13,2,0,49,3.0588235294117645,0,0,0,36,0,0,0
100,64,0,1,7,4.89,3,1,115,1.5384615384615385,1,0,0,36,1,1,0
36,24,1,2,88,4.22,3,1,83,1.44,0,0,0,12,1,1,0
75,32,2,2,20,3.69,1,1,96,2.272727272727273,0,0,0,43,1,0,0
39,12,2,1,70,4.02,2,1,66,3.0,0,0,0,27,1,0,0
88,62,2,1,62,4.82,0,0,162,1.3968253968253967,1,0,0,26,0,0,0
57,45,0,0,78,4.43,0,1,112,1.2391304347826086,0,0,0,12,1,0,1
73,34,2,1,95,4.31,2,1,21,2.085714285714286,0,0,0,39,1,0,0
56,19,1,2,16,4.46,1,1,86,2.8,0,0,0,37,1,0,0
63,31,1,2,2,3.81,1,1,160,1.96875,0,0,0,32,1,0,0
75,42,1,2,38,4.25,0,0,146,1.744186046511628,0,0,0,33,0,0,0
38,8,1,2,59,4.44,3,1,75,4.222222222222222,0,1,0,30,1,1,0
90,10,0,2,59,4.44,2,1,147,8.181818181818182,1,1,1,80,1,0,0
82,10,2,2,97,4.43,3,0,177,7.454545454545454,1,1,1,72,0,1,0
21,6,1,1,15,3.81,1,1,80,3.0,0,1,0,15,1,0,0
49,28,2,2,61,3.9,1,1,172,1.6896551724137931,0,0,0,21,1,0,0
22,5,0,2,93,4.85,1,0,99,3.6666666666666665,0,1,0,17,0,0,0
35,18,2,0,27,3.82,2,0,158,1.8421052631578947,0,0,0,17,0,0,1
34,12,1,1,3,4.83,3,1,62,2.6153846153846154,0,0,0,22,1,1,0
50,15,1,1,62,4.51,3,0,83,3.125,0,0,0,35,0,1,0
23,7,0,0,98,4.35,2,0,76,2.875,0,1,0,16,0,0,1
65,10,2,1,77,4.36,0,0,170,5.909090909090909,0,1,0,55,0,0,0
32,14,1,2,80,3.56,0,1,80,2.1333333333333333,0,0,0,18,1,0,0
28,9,2,2,68,4.82,1,1,43,2.8,0,1,0,19,1,0,0
100,18,1,2,50,4.89,2,1,51,5.2631578947368425,1,0,0,82,1,0,0
48,18,0,2,60,4.47,0,1,124,2.526315789473684,0,0,0,30,1,0,0
65,41,0,0,51,3.57,3,1,48,1.5476190476190477,0,0,0,24,1,1,1
47,15,2,0,14,4.84,3,0,89,2.9375,0,0,0,32,0,1,1
58,19,2,2,47,3.97,1,0,77,2.9,0,0,0,39,0,0,0
29,8,2,0,52,4.68,0,1,121,3.2222222222222223,0,1,0,21,1,0,1
61,5,0,1,48,4.15,2,0,29,10.166666666666666,0,1,0,56,0,0,0
27,12,1,2,1,4.93,1,0,41,2.076923076923077,0,0,0,15,0,0,0
92,37,0,2,7,4.92,2,1,103,2.4210526315789473,1,0,0,55,1,0,0
22,11,1,2,79,4.48,3,0,15,1.8333333333333333,0,0,0,11,0,1,0
87,48,1,2,95,4.73,2,0,162,1.7755102040816326,1,0,0,39,0,0,0
87,33,0,1,53,4.15,1,0,143,2.5588235294117645,1,0,0,54,0,0,0
69,36,1,0,55,4.74,2,0,109,1.864864864864865,0,0,0,33,0,0,1
35,22,0,2,82,3.79,0,0,174,1.5217391304347827,0,0,0,13,0,0,0
46,9,1,2,67,4.22,1,1,47,4.6,0,1,0,37,1,0,0
52,23,2,1,41,4.23,1,0,134,2.1666666666666665,0,0,0,29,0,0,0
99,89,2,2,63,4.84,0,0,16,1.1,1,0,0,10,0,0,0
40,11,0,2,1,4.24,3,1,35,3.3333333333333335,0,0,0,29,1,1,0
44,28,0,0,30,3.93,1,1,42,1.5172413793103448,0,0,0,16,1,0,1
54,21,2,2,23,4.44,1,1,136,2.4545454545454546,0,0,0,33,1,0,0
76,60,1,1,81,3.6,1,1,72,1.2459016393442623,0,0,0,16,1,0,0
59,9,1,2,30,4.83,0,0,140,5.9,0,1,0,50,0,0,0
60,15,1,1,95,4.84,0,0,180,3.75,0,0,0,45,0,0,0
41,6,2,2,56,4.32,3,0,11,5.857142857142857,0,1,0,35,0,1,0
25,15,1,1,88,4.68,0,1,31,1.5625,0,0,0,10,1,0,0
97,45,2,2,90,3.71,2,1,151,2.108695652173913,1,0,0,52,1,0,0
92,35,1,1,46,4.72,2,0,45,2.5555555555555554,1,0,0,57,0,0,0
25,8,0,1,30,4.44,3,0,115,2.7777777777777777,0,1,0,17,0,1,0
77,34,0,0,33,4.13,3,1,48,2.2,0,0,0,43,1,1,1
42,12,0,0,92,4.5,0,0,123,3.230769230769231,0,0,0,30,0,0,1
37,10,2,2,33,4.86,0,0,44,3.3636363636363638,0,1,0,27,0,0,0
90,71,1,0,88,3.84,2,0,167,1.25,1,0,0,19,0,0,1
91,65,2,1,40,3.58,1,0,141,1.378787878787879,1,0,0,26,0,0,0
36,13,0,2,31,4.71,3,0,71,2.5714285714285716,0,0,0,23,0,1,0
71,13,0,2,60,4.3,3,1,62,5.071428571428571,0,0,0,58,1,1,0
96,45,2,1,6,4.95,0,1,11,2.0869565217391304,1,0,0,51,1,0,0
97,64,0,2,62,3.52,2,1,152,1.4923076923076923,1,0,0,33,1,0,0
91,73,2,0,61,4.39,3,0,15,1.2297297297297298,1,0,0,18,0,1,1
88,56,0,1,11,4.36,0,0,60,1.543859649122807,1,0,0,32,0,0,0
61,12,0,0,59,4.72,0,1,178,4.6923076923076925,0,0,0,49,1,0,1
30,14,2,2,64,4.45,0,0,147,2.0,0,0,0,16,0,0,0
76,53,2,1,77,3.67,0,1,179,1.4074074074074074,0,0,0,23,1,0,0
58,34,0,0,19,4.55,2,1,131,1.6571428571428573,0,0,0,24,1,0,1
